"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"BUTHIONINE-SULFOXIMINE (BRD:BRD-A47706533-001-02-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.848422,NA,NA,NA,NA,NA,0.8945179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9123887,0.9033877,NA
"ECAMSULE-TRIETHANOLAMINE (BRD:BRD-A47953250-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.879182,0.9228104,0.7699022,NA,0.9316904,0.9606785,NA,0.9509353,0.9541913,NA,NA,0.9269477,NA,NA,0.9013542,NA,NA,0.9499899,0.9045604,0.9482465,0.9743024,0.8847143,NA
"MITOMYCIN-C (BRD:BRD-A48237631-001-04-8)_sec","num","Drug Screen","Prism Secondary",0.617905,0.6279306,0.6128861,0.6816052,0.6989702,0.6524647,0.7361184,0.6189517,0.6447477,0.8011985,NA,0.711807,NA,0.6424299,0.7146107,0.6309418,0.6077161,0.8829503,0.6603451,0.6730037,0.5565056,0.7187683,NA
"AJMALINE (BRD:BRD-A48300215-001-04-8)_sec","num","Drug Screen","Prism Secondary",0.9045286,0.944489,0.8698552,0.9559489,0.941625,NA,NA,NA,0.9259634,NA,NA,0.953681,0.9438656,0.9823715,NA,NA,NA,0.9677376,0.9616489,0.9708482,0.9217667,NA,NA
"METHACYCLINE (BRD:BRD-A49035384-003-28-9)_sec","num","Drug Screen","Prism Secondary",0.8701441,0.9364425,0.9704481,0.9011699,NA,0.9163286,0.8300259,0.7918867,0.8490131,0.9347157,0.851147,0.8431705,NA,0.9694621,0.9624288,0.9825154,0.914396,NA,0.8949713,0.866866,0.866954,0.9171428,0.8132073
"CIPROFIBRATE (BRD:BRD-A49358627-001-14-6)_sec","num","Drug Screen","Prism Secondary",0.8710982,0.8154156,0.8153348,0.8708308,0.8938198,0.9696361,0.8741036,0.9488295,NA,NA,NA,0.8420327,0.8884778,0.876369,NA,NA,0.9055944,0.8842429,0.8789134,0.8774684,0.8129191,NA,NA
"FLUDROXYCORTIDE (BRD:BRD-A49765801-001-04-1)_sec","num","Drug Screen","Prism Secondary",0.8358276,0.8821336,0.8772632,0.9607832,0.9564197,0.9211169,0.819499,0.8924218,NA,0.9176234,NA,0.8815692,NA,0.9361301,0.9682588,NA,NA,0.8959964,0.9213148,0.9088297,NA,0.9559896,NA
"OXAZEPAM (BRD:BRD-A50049929-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.8389712,0.8681341,0.6117789,NA,0.8275707,0.8786527,0.6987108,NA,0.9851126,0.9583781,NA,0.67184,NA,0.7454113,NA,NA,0.9091591,0.7908954,0.8905496,0.9138618,0.8722794,0.8653693,NA
"FLUMETHASONE-PIVALATE (BRD:BRD-A50064262-001-04-7)_sec","num","Drug Screen","Prism Secondary",0.8599636,NA,0.7380613,0.8631399,NA,NA,0.9634134,NA,0.7210308,NA,NA,0.86241,NA,NA,NA,NA,NA,NA,NA,0.7971255,NA,NA,NA
"TERBUTALINE (BRD:BRD-A50157456-065-20-6)_sec","num","Drug Screen","Prism Secondary",NA,0.9837369,NA,NA,NA,NA,NA,NA,0.9042079,0.9485673,NA,0.8968298,0.9894746,NA,NA,NA,NA,NA,0.9310253,NA,NA,NA,0.9244673
"MECLIZINE (BRD:BRD-A50311610-300-10-4)_sec","num","Drug Screen","Prism Secondary",NA,0.7676946,0.9447036,0.9245395,0.9515437,NA,0.8637305,NA,NA,NA,NA,0.943493,0.9338176,0.8339148,0.9728616,NA,0.7370221,0.9322662,0.9650043,0.9595581,0.9009079,NA,NA
"PALOMID-529 (BRD:BRD-A50998626-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.916855,NA,NA,NA,0.927089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9952694,NA,0.9454853,NA,NA,NA,NA
"HYPOESTOXIDE (BRD:BRD-A51571244-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.7198245,0.8642743,0.8143583,0.7512512,0.8887,0.7551607,0.7873255,0.8102634,0.9484433,NA,NA,0.8841039,NA,0.8843526,0.9824335,NA,0.7228206,0.9359218,0.6718394,0.8982899,0.6217425,NA,NA
"HALOFANTRINE (BRD:BRD-A51964809-003-12-6)_sec","num","Drug Screen","Prism Secondary",0.9101816,NA,NA,NA,0.9168224,NA,NA,NA,0.9587455,0.9166597,0.9040009,0.9280532,NA,0.9650002,NA,NA,0.8916283,0.9403987,0.9277049,NA,0.9303771,0.9296171,0.9043401
"RO-106-9920 (BRD:BRD-A53134341-001-03-2)_sec","num","Drug Screen","Prism Secondary",0.7220675,0.8356859,0.7103949,0.8346972,0.8077551,0.8276043,0.8104149,0.8167558,0.7482554,NA,0.7787251,0.8277718,0.8071651,0.7356636,0.8261445,0.8058238,0.7797814,0.7790279,0.7601489,0.7265719,0.6912927,0.8172421,0.8296998
"PREDNISOLONE-TEBUTATE (BRD:BRD-A53151380-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.9815223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9699338,0.9564179,NA,0.9413075,NA
"BUTYLSCOPOLAMINE-BROMIDE (BRD:BRD-A53951045-004-01-6)_sec","num","Drug Screen","Prism Secondary",0.9340362,0.9643127,0.8024081,0.8982955,0.8792338,NA,0.9709204,NA,0.82148,0.8947513,0.9031604,0.8955386,NA,0.8273593,NA,NA,NA,0.897697,0.8829146,0.8922742,0.8625172,0.8880634,0.8697735
"LANOCONAZOLE (BRD:BRD-A54275602-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.8921392,0.9413181,NA,0.8097463,0.9701998,NA,NA,NA,NA,NA,NA,0.9277863,NA,NA,0.9457567,0.8892184,NA,0.9010706,0.8873167,0.9271326,0.8682447,0.8427154,NA
"KF-38789 (BRD:BRD-A54927599-001-16-9)_sec","num","Drug Screen","Prism Secondary",0.7942913,NA,0.7850861,0.8113236,0.7197065,0.7975603,0.7413698,0.7823691,0.8148004,0.7489277,0.8110848,0.8128253,0.7540571,0.7985813,0.8879329,0.7184474,0.7379153,0.8007892,0.794606,0.8438885,0.7722489,NA,0.8217183
"K-STROPHANTHIDIN (BRD:BRD-A55312468-001-04-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,0.7341831,NA,NA,0.700148,NA,NA,NA,NA,NA,0.7300529,NA,0.7642136,NA,NA,NA,NA,NA,NA
"ABITREXATE (BRD:BRD-A55424491-001-19-9)_sec","num","Drug Screen","Prism Secondary",0.5971943,0.6851295,NA,0.7591989,0.7146763,0.6093636,NA,0.6774917,NA,0.7569984,0.6873237,0.7188382,NA,0.6946726,0.7415602,0.7337928,NA,0.6699703,0.6955182,0.6866999,0.5908793,0.7269623,NA
"BNTX (BRD:BRD-A55484088-050-02-5)_sec","num","Drug Screen","Prism Secondary",0.7632545,0.8692166,0.7982177,0.8640764,0.8653195,0.8353741,0.8141299,0.7434091,0.8847025,0.8344287,0.776128,0.8445508,0.8347586,0.8710843,0.9539062,0.8904242,0.744639,0.834269,0.7955953,0.8737929,0.7963693,0.8543987,NA
"PRIMAQUINE (BRD:BRD-A55913614-316-09-6)_sec","num","Drug Screen","Prism Secondary",0.8817223,0.9552105,NA,0.9146546,0.9459102,0.9628942,0.913848,0.945187,NA,0.9288117,NA,NA,NA,0.9478827,0.9629118,NA,NA,NA,0.9178614,0.9891688,0.9034791,NA,NA
"OMEPRAZOLE (BRD:BRD-A55962179-001-22-1)_sec","num","Drug Screen","Prism Secondary",0.8193832,0.9759864,0.9823224,NA,0.9596215,0.9619366,0.9717792,NA,0.918104,NA,NA,NA,0.7619495,NA,0.9102668,NA,0.9464739,0.9641314,0.9534145,0.9649987,0.8327406,NA,NA
"ENCORAFENIB (BRD:BRD-A56085258-001-01-8)_sec","num","Drug Screen","Prism Secondary",NA,0.99216,0.7397239,NA,NA,NA,NA,0.9502136,NA,NA,NA,NA,NA,NA,NA,0.9426835,NA,NA,NA,0.9022997,0.8112412,0.8107236,NA
"PIROXICAM (BRD:BRD-A57382968-001-29-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9530799,NA,NA,NA,NA,NA,NA,NA,NA,0.9318752,NA,NA,0.949818,NA,NA,0.9859545,NA,NA,NA,NA
"PD-318088 (BRD:BRD-A57798112-001-03-7)_sec","num","Drug Screen","Prism Secondary",0.8086341,0.832794,0.7874123,NA,0.9275167,0.8150298,0.8821796,NA,NA,0.7231911,0.7852752,0.8883037,0.5944158,NA,NA,NA,0.858302,0.832969,0.7455946,NA,NA,0.7267053,0.7346311
"GOLGICIDE-A (BRD:BRD-A57886255-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.9443667,NA,0.8362465,0.8946071,0.7694135,0.9451209,0.8899078,NA,NA,0.930121,0.9819577,0.950674,0.8645991,0.8599976,0.9374281,0.8955824,0.9375483,0.8330174,0.9602965,0.8954638,NA,NA,0.9498097
"OXYPHENCYCLIMINE (BRD:BRD-A58193911-003-18-7)_sec","num","Drug Screen","Prism Secondary",0.7186661,0.8458451,0.7186071,0.8460522,0.6716792,NA,0.7722562,NA,0.7736741,0.7460117,0.7638965,NA,0.8039865,0.7993446,0.8943629,NA,0.6857976,0.7417158,0.7441791,NA,0.7195518,0.8184507,0.7580069
"SELAMECTIN (BRD:BRD-A58564983-001-04-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9997416,NA,NA,0.9733006,0.8903402,0.8558235,NA,NA,NA,0.9779836,0.9540938,NA,NA,0.8579312,NA,NA,NA,0.9859069,NA,NA,NA
"QUINETHAZONE (BRD:BRD-A59303141-001-10-4)_sec","num","Drug Screen","Prism Secondary",0.9842363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9707353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMISULPRIDE (BRD:BRD-A60197193-001-14-6)_sec","num","Drug Screen","Prism Secondary",NA,0.8550019,NA,NA,NA,NA,NA,NA,0.9397623,NA,NA,0.9267398,NA,NA,NA,NA,NA,NA,NA,NA,0.9694398,0.9917165,NA
"8-HYDROXY-PIPAT (BRD:BRD-A60594020-034-01-1)_sec","num","Drug Screen","Prism Secondary",0.9331379,0.9661022,0.9093218,0.876851,0.8694851,0.9413503,NA,0.9733624,NA,NA,0.9560734,0.8803218,NA,0.9008969,0.950487,NA,0.9114831,0.8695137,0.8980775,0.9810072,0.9965962,0.8416289,0.8710292
"SODIUM-STIBOGLUCONATE (BRD:BRD-A60786380-412-01-5)_sec","num","Drug Screen","Prism Secondary",0.8656464,0.9079262,0.8747319,0.9128449,0.8146761,NA,0.839518,NA,0.9041424,NA,NA,0.7931709,0.9003609,0.8482514,0.987733,NA,0.8924947,NA,0.8756282,0.8754297,0.7494657,0.8779112,0.8609808
"RO-04-5595 (BRD:BRD-A63546914-003-02-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9084163,0.8338906,NA,NA,NA,NA,NA,NA,0.8966607,NA,0.8742269,0.9371475,NA
"SANGIVAMYCIN (BRD:BRD-A64064900-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.020811527,0.013398758,0.011451861,0.030460208,0.017795929,0.015910972,0.019294069,0.02319361,0.051168654,NA,NA,0.012645148,NA,0.010871925,0.117561035,NA,NA,0.046590813,0.013523286,0.019258486,0.008762085,NA,NA
"MEXILETINE (BRD:BRD-A64092382-003-18-3)_sec","num","Drug Screen","Prism Secondary",0.6541646,0.8752752,0.8335385,0.7377919,0.6921214,NA,0.7168893,0.8017864,0.7274035,0.7396036,0.7072544,0.7252791,0.7261564,0.6913686,0.72832,0.7118967,0.7410583,0.8070193,0.7499469,0.7365627,0.8125247,0.7031034,0.8155851
"LANATOSIDE-C (BRD:BRD-A64242993-001-05-6)_sec","num","Drug Screen","Prism Secondary",0.6867175,0.6909669,0.6694205,0.7107384,0.7042822,0.7123568,0.716215,0.7216966,0.7639608,0.7759228,NA,0.6894535,0.6448429,0.7037164,0.7415915,NA,0.7968022,0.9779333,0.7397491,0.7147343,0.6532795,0.7145529,NA
"DPI-201106 (BRD:BRD-A64553394-001-04-4)_sec","num","Drug Screen","Prism Secondary",0.8488483,0.8669959,0.7849838,0.794372,0.8575335,0.874176,0.7153349,0.8221712,0.8943716,0.8203814,0.8639871,0.7867215,NA,0.7864595,0.9261195,0.884253,0.8433919,0.8158034,0.8312682,0.8293103,0.7503524,0.8197252,NA
"ISOMETHEPTENE-MUCATE (BRD:BRD-A64743628-001-01-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9648662,NA,NA,NA,NA,NA,NA,0.9963714,NA,NA,NA,NA,NA
"EMD-53998 (BRD:BRD-A65248799-001-01-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.7258786,NA,NA,NA,NA,0.9301961,0.8710483,0.9692352,NA,NA,NA,NA,NA,NA,0.8801004,NA,0.975389,0.7876116,NA
"IXAZOMIB-CITRATE (BRD:BRD-A66419424-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.7014743,NA,0.7102844,0.8100595,0.5514698,NA,0.6752098,0.7416727,0.6456757,NA,NA,0.5608877,0.8040304,0.7172915,0.7729769,0.8293892,0.6252856,0.6927489,0.7865282,0.7014319,0.5609287,NA,NA
"IFOSFAMIDE (BRD:BRD-A67097164-001-18-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9735095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAFUTIDINE (BRD:BRD-A67516570-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.9498447,0.8689518,NA,NA,0.9631908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9474094,NA,0.9360894
"K-858 (BRD:BRD-A67748489-001-10-0)_sec","num","Drug Screen","Prism Secondary",0.7110162,0.7976402,0.6998253,0.7631226,0.6943821,0.807745,0.7658586,0.7673197,0.7764702,0.7550448,0.7243546,0.741983,0.7346051,0.7374457,0.8922123,0.7689,0.6565516,0.7753588,0.7488973,0.7503105,0.6931989,0.7326648,NA
"PRANIDIPINE (BRD:BRD-A68083442-001-01-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9513835,NA,NA,NA,NA,NA,NA,0.9076811,0.8709213,NA,NA,NA,NA,NA,NA,NA,NA,0.9401559,0.9824843,0.976463,NA
"BTS-54505 (BRD:BRD-A68304895-003-02-2)_sec","num","Drug Screen","Prism Secondary",NA,0.9125043,NA,0.9134759,NA,NA,NA,0.9028643,NA,0.9570678,0.9612952,NA,NA,0.9685669,NA,NA,NA,0.8986058,NA,0.9272498,0.9103238,0.9589678,NA
"EVODIAMINE (BRD:BRD-A68631409-001-05-4)_sec","num","Drug Screen","Prism Secondary",0.7577093,NA,0.8368081,0.8683634,0.732517,0.8366176,0.7410533,0.8429709,0.8769751,0.775765,0.8310575,0.8744116,NA,0.8447584,0.9211936,0.8460857,0.7423845,0.8094919,0.8414861,0.8370349,0.7555358,0.7844897,0.78263
"ECHINOMYCIN (BRD:BRD-A68969091-001-12-7)_sec","num","Drug Screen","Prism Secondary",0.130283,NA,0.10410189,0.27507183,0.23280375,0.2031429,0.20058345,0.11310045,0.19902316,0.23487431,NA,0.33417802,0.31237272,0.31085007,0.31464557,0.27637734,0.13710492,0.08880565,0.16858061,0.24195405,0.04701436,0.21290094,0.32139806
"MINOCYCLINE (BRD:BRD-A69651145-003-07-2)_sec","num","Drug Screen","Prism Secondary",0.8731745,0.8928853,0.785373,0.878508,NA,0.8744173,0.6981768,0.9661627,NA,NA,NA,0.9313469,0.7683542,0.8540308,NA,NA,0.9615297,NA,NA,NA,NA,NA,NA
"CYCLOSPORIN-A (BRD:BRD-A69815203-001-07-6)_sec","num","Drug Screen","Prism Secondary",0.9221788,NA,NA,0.9002662,NA,NA,0.820433,NA,NA,NA,0.9652346,NA,NA,NA,NA,NA,NA,NA,0.9711714,NA,0.9894322,NA,NA
"SECNIDAZOLE (BRD:BRD-A70083328-001-23-5)_sec","num","Drug Screen","Prism Secondary",0.9387506,0.931529,0.8499287,NA,0.9052898,NA,0.9520709,NA,NA,NA,0.786083,0.9594669,NA,0.9157816,NA,0.8661839,NA,NA,0.9877292,0.911894,0.8468385,NA,NA
"SULCONAZOLE (BRD:BRD-A70649075-008-30-8)_sec","num","Drug Screen","Prism Secondary",0.856792,0.8716719,0.8585926,0.9486609,0.9667599,0.9423203,0.9077207,0.9322832,0.9171738,0.9567756,0.8774326,0.8932306,0.9082673,0.9413726,0.9311252,0.9436713,0.9301789,0.95336,0.9201776,0.9595303,0.9810053,NA,NA
"ESTRAMUSTINE (BRD:BRD-A70858459-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.9172524,0.8666507,0.914332,0.9576041,0.9137219,0.9854117,NA,NA,0.9408723,NA,NA,0.82707,NA,NA,NA,0.8087481,0.9595479,0.9683694,0.8707169,0.8756103,NA,NA,NA
"FENDILINE (BRD:BRD-A71033472-003-23-9)_sec","num","Drug Screen","Prism Secondary",0.9543191,NA,NA,NA,NA,NA,0.8390852,NA,0.9271303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9595123
"SKF-96365 (BRD:BRD-A72703248-003-04-9)_sec","num","Drug Screen","Prism Secondary",0.8222277,NA,0.7765485,0.7549409,0.8154701,0.8322136,0.7708787,0.8140107,0.7227691,NA,NA,0.8145756,0.8119608,0.8092161,0.8665623,0.6600482,0.8283361,0.8641028,0.809308,0.8268035,0.7937544,NA,NA
"LASALOCID (BRD:BRD-A72711497-236-03-8)_sec","num","Drug Screen","Prism Secondary",0.8241579,0.8128498,0.8071403,0.840548,0.8177506,0.8417455,0.8439797,0.802254,0.8416926,0.8053147,0.8192153,0.821958,0.8429216,0.8474834,0.9311272,NA,0.84501,0.7633258,0.8394453,0.8482639,0.8116233,0.8552197,NA
"PERUVOSIDE (BRD:BRD-A72716251-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.579141,0.5585903,0.4487019,0.7594173,0.5444473,0.5596465,0.5765408,0.6097405,0.7202779,0.5839038,NA,0.5826963,0.5828579,0.5367308,0.7084357,0.7227485,0.6084069,0.5950715,0.6289292,0.571652,0.5435958,NA,NA
"ADAPREV (BRD:BRD-A73427433-240-01-3)_sec","num","Drug Screen","Prism Secondary",0.707622,NA,0.7788651,0.8987491,0.7740061,0.9599788,0.8393456,NA,0.8499728,0.8184155,0.7837862,0.9177615,NA,0.8533743,NA,0.8861301,0.8623536,0.852496,NA,0.7764106,0.7032093,0.7690552,0.7301375
"TAGATOSE (BRD:BRD-A73556557-001-06-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9627677,NA,NA,NA,NA,0.9349454,0.9419252,NA,NA,NA,NA
"NANCHANGMYCIN (BRD:BRD-A73871920-236-03-6)_sec","num","Drug Screen","Prism Secondary",0.6872321,NA,0.5761627,0.5999874,0.5365167,0.6639762,0.6905741,0.596232,0.586884,0.6495897,0.5603081,0.718079,0.6546019,0.6917137,0.7290449,0.6260433,0.6878771,0.5935518,0.6519564,0.7238476,0.6183754,0.6198607,0.5938401
"CGP-54626 (BRD:BRD-A74208568-003-01-5)_sec","num","Drug Screen","Prism Secondary",0.9720795,NA,NA,NA,0.9181687,NA,0.8929936,NA,0.926457,NA,NA,0.9364788,NA,0.8495513,0.92672,NA,NA,0.859991,NA,0.8631025,0.8518181,NA,NA
"IBUTILIDE (BRD:BRD-A74391928-051-01-3)_sec","num","Drug Screen","Prism Secondary",0.8749775,0.8785103,0.9017534,0.9167284,0.8939321,0.9910588,0.9101874,NA,0.893534,0.9653259,0.8890976,0.8228103,0.9997816,0.9520871,0.951741,NA,NA,0.975173,0.9801768,0.9916255,0.9692966,0.9584385,0.8735059
"ESTRADIOL-BENZOATE (BRD:BRD-A74765037-001-01-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9563216,NA
"PRALATREXATE (BRD:BRD-A74914197-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.6595505,0.6016812,0.7586921,0.9127935,NA,0.8730414,0.8599483,NA,0.877705,0.9039257,NA,0.5971163,NA,NA,NA,NA,0.6642406,NA,0.8960412,0.7622679,0.9216058,NA,0.7237197
"CLENBUTEROL (BRD:BRD-A75726477-003-21-3)_sec","num","Drug Screen","Prism Secondary",NA,0.9527015,0.8966941,NA,NA,0.9509437,NA,0.9932798,NA,0.9652393,NA,0.7763294,NA,0.907617,0.9325548,NA,0.9825118,NA,NA,0.9805339,NA,0.9574571,NA
"LOMEFLOXACIN (BRD:BRD-A75850590-213-01-0)_sec","num","Drug Screen","Prism Secondary",NA,0.8158422,0.6285102,NA,NA,0.9131834,NA,NA,0.8595426,NA,NA,NA,NA,0.8123293,0.8181928,NA,0.9154766,NA,0.8385037,NA,NA,NA,NA
"LEUCOVORIN (BRD:BRD-A75919782-399-02-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9727113,NA,NA,NA,NA,NA
"BAFETINIB (BRD:BRD-A75975749-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.9156511,NA,NA,0.9637822,0.9629541,0.9340503,0.9300417,NA,0.9130157,0.7760614,0.8751054,0.91404,NA,0.9528703,0.9621805,0.8361411,0.9391974,NA,0.9594009,0.9545362,0.9183608,0.8766457,0.9163351
"PREDNISOLONE-HEMISUCCINATE (BRD:BRD-A78391468-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.8867606,NA,0.9353773,0.9284907,0.9646677,0.8707871,0.8121421,NA,NA,0.8310106,0.8629404,0.9413892,NA,0.9090807,NA,NA,NA,NA,0.868673,0.9348637,0.8517652,0.893969,0.896754
"MIDODRINE (BRD:BRD-A79981887-003-16-4)_sec","num","Drug Screen","Prism Secondary",0.7758657,0.8329923,NA,NA,0.842697,0.8641745,0.857528,0.8487943,0.7772727,0.9185037,NA,0.9370207,NA,0.8680388,0.9040931,0.8488195,0.8225938,0.8615537,0.8244895,0.9172481,0.7627674,0.832596,NA
"BENDROFLUMETHIAZIDE (BRD:BRD-A80017228-001-25-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9053964,NA,NA,NA,0.9926158,NA,NA,NA,NA,NA,NA,NA
"NSC-23766 (BRD:BRD-A80213327-305-08-3)_sec","num","Drug Screen","Prism Secondary",0.8887259,NA,0.9237257,0.9862613,0.8446658,0.9818811,0.9459698,NA,NA,NA,NA,0.9527869,NA,NA,0.9451706,0.9443751,NA,0.8962858,0.9786386,0.9898953,NA,0.9413364,NA
"FENOPROFEN (BRD:BRD-A81129465-001-03-8)_sec","num","Drug Screen","Prism Secondary",0.9662658,0.9188656,0.8054103,0.9590875,0.900399,0.9394932,NA,NA,0.8997369,0.9257885,NA,0.9512401,NA,0.9561793,0.9513183,NA,0.9467549,0.8906918,0.9072625,0.9657226,0.9633392,0.9763941,NA
"BI-D1870 (BRD:BRD-A81370665-001-03-6)_sec","num","Drug Screen","Prism Secondary",NA,0.9136369,0.8389946,NA,0.9576531,NA,NA,NA,NA,NA,0.9601919,0.9241405,NA,NA,NA,NA,NA,NA,0.97642,NA,NA,0.9587818,0.9648115
"SAXAGLIPTIN (BRD:BRD-A81513827-001-03-6)_sec","num","Drug Screen","Prism Secondary",0.9437824,0.8678696,0.7926887,0.7956292,0.8450402,NA,0.8927371,NA,NA,0.8654837,0.8248422,0.8520409,0.8830783,0.8555483,NA,0.9624103,0.7892602,NA,0.9266612,NA,0.8656967,0.8405594,NA
"OLIGOMYCIN-A (BRD:BRD-A81541225-001-06-8)_sec","num","Drug Screen","Prism Secondary",NA,0.46663422,0.06041286,0.43987851,0.22788747,0.49819335,NA,0.29239427,0.46591582,0.38811015,0.13972153,0.56775319,0.50716569,0.51375152,0.51262779,0.45904169,NA,0.51158632,0.32780255,0.6318687,0.42121933,0.50688094,0.07463842
"A-61603 (BRD:BRD-A83650191-004-02-8)_sec","num","Drug Screen","Prism Secondary",0.7542015,0.9168857,0.8150519,0.7968948,0.83298,0.8188893,0.8699147,0.884486,0.8481862,0.8035625,0.8335706,0.7670512,NA,0.8444506,NA,NA,0.7872041,0.8272507,0.7676942,0.8185995,0.8036728,0.7743093,NA
"MEPHENYTOIN (BRD:BRD-A83937277-001-10-5)_sec","num","Drug Screen","Prism Secondary",0.9672734,NA,0.8148561,NA,NA,NA,0.8557885,NA,0.9501625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8700258,0.8911797,NA
"MELOXICAM (BRD:BRD-A84174393-236-07-1)_sec","num","Drug Screen","Prism Secondary",0.8929717,NA,0.9863029,NA,NA,0.9959563,NA,0.9466952,NA,NA,0.9957885,NA,NA,0.9986356,NA,NA,NA,0.9535867,0.9644904,0.9166088,0.9685938,0.9650453,0.8933791
"CLOPAMIDE (BRD:BRD-A85651701-001-19-7)_sec","num","Drug Screen","Prism Secondary",NA,0.9171584,0.6028751,NA,NA,NA,NA,NA,NA,0.8830165,0.8973453,NA,NA,NA,NA,NA,0.8101389,NA,0.8850173,0.920164,0.8342183,NA,0.8958106
"FULVESTRANT (BRD:BRD-A85667082-001-12-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7855056,NA,NA,NA,NA,NA,NA,0.9833329,NA,NA,NA,NA,NA,NA
"TETRAHYDROURIDINE (BRD:BRD-A86248581-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.9322819,0.8800694,NA,NA,NA,NA,NA,NA,0.9022297,NA,0.9614787,0.9018232,NA,0.9684417,NA,NA,NA,NA,NA,NA,NA,0.966356,NA
"HALCINONIDE (BRD:BRD-A88138582-001-04-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CGP-37849 (BRD:BRD-A90272038-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.9515253,NA,NA,NA,0.9776521,NA,NA,0.9431942,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8743344,NA,0.9603487,NA,NA,NA
"EPTIFIBATIDE (BRD:BRD-A90547603-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.8970915,0.8759988,NA,NA,0.9653497,NA,NA,0.993377,NA,NA,NA,0.994052,NA,NA,0.9418993,NA,NA
"EPRINOMECTIN (BRD:BRD-A91366704-001-01-9)_sec","num","Drug Screen","Prism Secondary",NA,0.8124493,0.7176719,NA,NA,NA,0.9065912,NA,NA,NA,NA,NA,NA,0.9781905,NA,NA,NA,NA,NA,NA,0.7995859,NA,NA
"CAMYLOFINE-CHLORHYDRATE (BRD:BRD-A91733352-300-04-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9572804,NA,NA,NA,NA,NA,0.9705691,0.911029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
