Feature,Data_Type,Category,Sub_Category,ACH-000048,ACH-000091,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000278,ACH-000291,ACH-000324,ACH-000409,ACH-000430,ACH-000460,ACH-000524,ACH-000527,ACH-000542,ACH-000574,ACH-000608,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000796,ACH-000811,ACH-000885,ACH-000906,ACH-000947
BRD-K97651142 (CTRP:660135),num,Drug Screen,CTD2,7.4163,9.6749,13.116,9.2611,14.61,3.4891,14.346,7.335,13.818,13.397,6.803,11.169,13.259,9.9662,7.9454,13.823,12.29,11.438,9.0254,13.255,12.564,12.456,14.884,12.421,11.6,,14.387,4.072,7.128,10.038
VORAPAXAR (CTRP:660136),num,Drug Screen,CTD2,14.218,14.711,13.575,12.975,14.215,14.569,16.284,14.549,14.778,14.284,14.134,14.508,12.968,14.844,14.226,14.563,12.793,13.802,12.95,14.253,13.627,14.37,15.318,13.831,13.086,15.435,14.749,14.86,14.386,14.217
CH-55 (CTRP:660137),num,Drug Screen,CTD2,13.201,15.989,14.403,14.858,14.684,13.735,13.737,13.331,14.719,13.853,12.859,13.79,,14.838,14.917,14.838,13.293,13.595,12.658,14.712,13.016,13.931,13.699,14.673,14.36,13.698,14.334,,14.226,15.623
BRD-K79669418 (CTRP:660139),num,Drug Screen,CTD2,,,13.76,,,,,,15,14.658,14.945,14.234,13.586,12.988,15.552,14.992,,14.445,15.51,15.681,,14.649,,15.472,14.837,13.89,15.021,,14.683,15
BRD-K99584050 (CTRP:660140),num,Drug Screen,CTD2,,,14.18,,,,,,14.571,14.787,14.111,15,15.079,14.65,14.66,13.592,,14.038,,16.093,,14.268,,14.178,13.908,13.849,14.363,,14.242,13.194
BRD-A71883111 (CTRP:660145),num,Drug Screen,CTD2,14.543,14.766,14.59,14.526,14.293,14.857,14.663,15.258,15,14.833,14.543,14.44,14.271,15.436,14.634,14.889,14.559,14.543,13.315,14.409,14.622,14.768,14.81,14.446,14.435,14.144,15.874,15.649,15.737,14.824
NAVITOCLAX:BIRINAPANT (1:1 MOL/MOL) (CTRP:660172),num,Drug Screen,CTD2,14.105,14.996,10.12285,14.005,11.736,6.874,12.499,13.482,11.036,13.101,13.785,14.323,14.298,10.469,14.507,22.054,8.7553,9.4439,7.1736,14.965,12.564,12.329,13.684,8.9029,12.146,12.378,7.4686,13.555,14.295,14.908
ISOX:BORTEZOMIB (250:1 MOL/MOL) (CTRP:660173),num,Drug Screen,CTD2,11.396,13.085,11.3945,11.609,12.918,12.553,11.514,13.058,12.415,11.948,12.109,12.38,12.381,10.742,12.925,12.539,11.621,12.422,11.643,11.887,10.216,12.597,13.748,12.706,12.495,12.332,12.905,,11.96,12.278
SELUMETINIB:GDC-0941 (4:1 MOL/MOL) (CTRP:660174),num,Drug Screen,CTD2,,13.22,10.446,8.4062,9.1767,10.853,11.781,7.6228,10.317,10.668,9.7886,7.7573,9.3776,8.9989,9.3861,8.2281,8.1983,12.411,7.7289,10.375,9.9724,12.636,10.738,12.408,11.617,8.0939,11.623,12.645,11.886,9.006
SELUMETINIB:TRETINOIN (2:1 MOL/MOL) (CTRP:660175),num,Drug Screen,CTD2,13.784,13.311,11.212,12.641,10.078,14.599,13.249,7.7969,14.111,14.169,10.032,9.2963,10.726,13.027,9.5507,7.3176,11.055,13.912,10.504,15.584,10.11,14.43,14.816,11.925,9.8434,9.8237,12.516,10.086,13.982,10.938
SELUMETINIB:VORINOSTAT (8:1 MOL/MOL) (CTRP:660176),num,Drug Screen,CTD2,13.278,13.644,10.802,8.8069,11.922,14.309,14.313,8.952,12.059,13.322,9.9239,9.1836,11.382,11.327,9.876,9.584,9.1393,12.931,8.406,14.014,11.191,12.237,14.174,10.366,8.1316,9.1451,13.106,,11.68,8.9791
SELUMETINIB:JQ-1 (4:1 MOL/MOL) (CTRP:660177),num,Drug Screen,CTD2,11.411,13.862,9.3884,9.6702,10.237,13.468,12.589,6.6001,9.4162,10.997,8.5731,7.3577,7.9057,9.5946,9.0206,7.2037,9.0127,10.903,6.3792,12.304,11.558,11.621,12.526,9.1596,8.062,7.731,12.228,,10.753,8.3179
SELUMETINIB:BRD-A02303741 (4:1 MOL/MOL) (CTRP:660178),num,Drug Screen,CTD2,13.409,13.661,11.433,12.271,10.996,14.27,13.23,8.477,14.103,12.48,10.296,8.9003,14.248,14.073,10.393,10.611,11.532,13.504,8.8716,13.789,11.377,14.242,14.744,11.709,10.847,8.9613,14.014,,11.895,10.414
TRETINOIN:NAVITOCLAX (4:1 MOL/MOL) (CTRP:660179),num,Drug Screen,CTD2,14.234,14.762,10.9275,14.119,13.747,12.138,12.248,13.768,11.727,15.194,14.344,14.455,15.692,11.039,14.372,,13.729,14.658,9.8277,14.034,13.461,14.039,14.61,12.866,12.726,14.184,13.021,14.79,14.483,15.361
DECITABINE:NAVITOCLAX (2:1 MOL/MOL) (CTRP:660180),num,Drug Screen,CTD2,14.345,14.938,12.606,11.939,14.494,9.1374,13.941,12.568,9.9342,14.534,13.303,14.253,11.99,9.9609,13.919,13.012,15,13.543,11.676,14.92,13.412,12.549,11.892,12.404,11.455,10.226,14.1,16.101,13.439,12.812
TRETINOIN:CARBOPLATIN (2:1 MOL/MOL) (CTRP:660181),num,Drug Screen,CTD2,14.498,15.062,13.3815,14.485,14.414,14.893,15.262,14.737,15,16.555,14.951,14.721,13.606,13.971,14.72,18.105,14.653,14.854,13.111,15,13.602,14.852,14.909,14.555,12.795,14.857,13.054,,16.22,14.637
NECROSTATIN-7 (CTRP:660201),num,Drug Screen,CTD2,14.212,14.639,14.395,14.863,15,13.896,14.458,15,14.364,14.315,14.009,13.928,14.602,14.828,14.491,13.425,14.775,14.439,13.106,15.197,11.63,14.558,14.706,15,15.125,14.38,15.261,14.908,14.738,15.29
PYR-41 (CTRP:660202),num,Drug Screen,CTD2,14.427,14.571,14.4355,14.213,14.213,14.716,14.345,14.55,14.619,14.405,15.558,15.876,15.35,14.813,14.82,14.912,14.234,15.317,14.614,15.24,,14.906,14.495,14.625,14.834,15,14.857,,14.863,14.688
I-BET151 (CTRP:660206),num,Drug Screen,CTD2,13.326,15.659,11.425,11.831,12.095,13.513,12.907,11.196,12.044,12.395,11.669,12.201,11.877,14.688,12.078,8.9795,11.832,10.974,11.774,12.482,12.842,13.468,14.045,11.405,10.764,11.798,11.263,,14.567,11.965
LOMEGUATRIB (CTRP:660207),num,Drug Screen,CTD2,14.694,14.776,13.5585,13.897,14.308,14.72,13.73,14.569,14.84,14.246,14.348,14.702,14.052,14.509,14.169,14.351,14.72,14.456,13.69,14.29,14.171,14.345,14.81,13.595,13.568,14.721,14.351,,14.547,14.148
PF-184 (CTRP:660208),num,Drug Screen,CTD2,13.404,12.551,13.567,11.854,13.015,14.669,14.186,13.928,12.641,13.111,11.525,13.191,13.24,15,13.383,12.568,11.493,13.448,11.728,12.18,11.756,12.247,13.413,13.273,15.264,13.713,14.451,12.739,12.929,13.471
TANESPIMYCIN:GEMCITABINE (1:1 MOL/MOL) (CTRP:660216),num,Drug Screen,CTD2,8.176,8.7599,13.763,6.8889,11.879,13.877,12.584,8.6133,10.575,14.643,10.035,10.646,14.579,13.591,9.2196,13.119,12.328,12.45,8.8483,11.375,8.7296,9.2102,13.094,9.6833,16.06,9.1023,12.3,9.6455,11.58,8.6012
DOCETAXEL:TANESPIMYCIN (2:1 MOL/MOL) (CTRP:660217),num,Drug Screen,CTD2,4.2555,10.058,8.71955,6.7393,9.1152,6.3161,8.5504,7.97,8.4969,12.937,9.237,5.1962,11.949,12.681,8.893,9.9066,6.9652,8.8967,2.9624,12.431,5.0033,6.489,8.8317,5.4251,10.77,2.495,8.3818,7.0581,9.4552,6.1107
SELUMETINIB:MK-2206 (8:1 MOL/MOL) (CTRP:660218),num,Drug Screen,CTD2,14.289,13.292,10.621,9.7622,10.506,12.994,12.673,,12.306,10.903,9.6454,8.6374,11.892,12.671,12.579,7.0926,9.0559,12.804,7.9042,11.439,10.36,13.474,13.006,11.448,10.168,8.0345,12.183,13.801,11.876,12.417
NAVITOCLAX:PLX-4032 (1:1 MOL/MOL) (CTRP:660219),num,Drug Screen,CTD2,13.984,14.641,11.4615,14.667,14.275,8.3147,13.911,12.712,10.429,14.645,14.081,14.607,14.753,9.6326,14.317,,14.675,14.801,10.656,14.184,13.114,14.165,14.149,12.355,11.412,12.514,14.415,14.636,13.225,15
SELUMETINIB:PIPERLONGUMINE (8:1 MOL/MOL) (CTRP:660220),num,Drug Screen,CTD2,14.248,14.341,12.4205,11.337,10.958,14.791,14.173,9.8571,13.711,11.911,10.527,9.554,13.655,13.494,11.393,10.862,10.025,14.092,9.3018,14.584,10.788,14.408,14.934,12.031,11.28,8.3883,14.635,,14.33,9.9774
TANESPIMYCIN:BORTEZOMIB (250:1 MOL/MOL) (CTRP:660221),num,Drug Screen,CTD2,12.097,12.284,13.914,10.343,11.159,12.929,12.823,9.1718,11.821,15.158,10.19,12.838,13.383,12.309,11.861,13.748,13.031,,,12.789,9.859,10.551,13.434,11.114,14.037,,12.216,8.6507,12.224,11.193
NAVITOCLAX:MST-312 (1:1 MOL/MOL) (CTRP:660222),num,Drug Screen,CTD2,11.278,13.414,11.182,11.861,12.189,,12.848,,9.9676,12.432,11.606,12.008,13.381,10.439,11.484,13.438,13.978,12.66,11.383,12.013,11.596,11.148,13.188,11.909,11.551,11.558,13.192,12.184,11.988,11.082
CARBOPLATIN:ETOPOSIDE (40:17 MOL/MOL) (CTRP:660223),num,Drug Screen,CTD2,11.341,14.254,14.4285,11.369,13.516,14.658,13.318,13.327,12.831,13.621,12.827,14.66,15.883,14.767,13.122,,14.415,14.714,9.2632,14.827,13.608,14.145,14.002,12.3,14.45,11.924,13.864,13.281,13.966,12.214
PIPERLONGUMINE:MST-312 (1:1 MOL/MOL) (CTRP:660224),num,Drug Screen,CTD2,12.204,12.979,13.6665,11.876,12.931,13.724,13.6,13.947,14.327,12.692,11.753,12.404,13.607,12.859,12.887,13.737,13.886,,,12.529,12.722,,13.462,13.637,13.556,11.306,13.503,11.849,13.133,12.038
NAVITOCLAX:GEMCITABINE (1:1 MOL/MOL) (CTRP:660225),num,Drug Screen,CTD2,5.1025,,10.052,5.9799,12.451,11.751,11.468,6.5593,8.9312,12.855,7.2047,11.685,14.08,8.9644,6.577,13.189,14.585,,,7.9319,8.6551,8.0695,5.6187,10.114,10.823,8.3196,10.332,,8.9929,8.2035
JW-480 (CTRP:660227),num,Drug Screen,CTD2,14.804,14.667,13.97,14.566,14.709,14.622,15.412,14.739,14.769,14.961,15.489,14.947,14.678,15.462,15.679,13.471,12.9,14.86,14.214,14.777,15.126,14.864,14.867,14.679,15.915,14.439,15.39,14.263,15.564,15
BMS-195614 (CTRP:660228),num,Drug Screen,CTD2,14.365,14.774,14.5095,13.616,15,15.02,16.86,15.318,14.605,14.615,14.272,14.455,14.747,14.525,13.941,13.921,13.614,14.347,14.297,15.112,13.793,14.665,16.041,13.978,14.198,14.452,14.865,14.711,14.078,14.76
BRD-K07442505 (CTRP:660229),num,Drug Screen,CTD2,14.216,14.327,14.1575,14.97,15.554,14.999,13.791,14.513,15.204,14.57,14.952,14.816,13.79,16.043,14.715,16.707,15.787,14.603,14.674,14.513,14.178,14.917,14.929,14.654,15.281,15,14.942,15.03,16.546,14.541
BRD-K35604418 (CTRP:660230),num,Drug Screen,CTD2,11.769,13.645,13.1055,11.724,12.991,13.585,12.85,13.753,14.323,13.005,11.711,12.79,12.485,12.718,13.132,12.363,13.816,14.054,10.851,14.682,12.539,11.662,13.834,13.953,13.438,12.067,13.819,12.19,13.678,12.46
SB-743921 (CTRP:660238),num,Drug Screen,CTD2,3.0583,13.54,8.6165,3.7452,12.354,7.0608,7.7045,,11.657,13.11,12.988,5.3393,8.5991,13.67,12.282,8.6055,5.9226,7.1168,2.3416,12.988,7.8117,9.4579,8.3104,4.9252,9.0468,2.0242,7.1679,,11.141,4.2748
GSK525762A (CTRP:660245),num,Drug Screen,CTD2,14.652,15.134,13.7275,12.392,14.124,14.445,14.398,13.517,12.814,12.756,13.523,13.004,12.551,15.3,13.494,9.8418,13.884,13.35,12.663,13.832,14.855,14.668,13.923,12.508,12.327,12.829,13.042,14.948,15.429,13.122
NAVITOCLAX:PLURIPOTIN (1:1 MOL/MOL) (CTRP:660246),num,Drug Screen,CTD2,9.9854,13.901,9.5824,8.9452,10.167,6.2592,9.546,9.7982,8.4399,12.212,10.364,9.5825,11.427,8.8643,8.1253,10.216,11.48,11.524,7.4693,8.8712,9.5996,9.4608,10.395,9.3052,7.3178,10.789,8.8573,14.507,10.83,10.804
JQ-1:CARBOPLATIN (1:1 MOL/MOL) (CTRP:660247),num,Drug Screen,CTD2,13.024,14.632,12.131,10.825,12.537,12.565,13.017,12.576,11.772,11.779,12.595,11.259,11.646,14.641,12.7,10.791,11.762,11.681,9.808,11.537,13.396,13.7,13.752,11.072,11.837,10.332,12.867,12.658,14.295,12.378
SELUMETINIB:NAVITOCLAX (8:1 MOL/MOL) (CTRP:660248),num,Drug Screen,CTD2,13.061,13.013,11.183,10.192,11.273,6.1043,13.379,7.6653,8.6239,11.242,9.8468,8.7146,11.125,9.9927,10.695,10.063,9.6143,12.861,8.7801,13.164,11.001,12.341,13.16,10.38,7.6172,10.064,12.932,13.169,12.917,9.874
SELUMETINIB:DECITABINE (4:1 MOL/MOL) (CTRP:660249),num,Drug Screen,CTD2,13.738,13.554,13.13,11.381,11.595,15.319,12.735,9.6591,,12.113,10.626,10.792,12.376,,10.537,11.099,9.1456,12.352,9.5947,14.584,10.522,14.052,14.535,12.378,10.903,10.075,13.652,14.207,,10.133
DECITABINE:CARBOPLATIN (1:1 MOL/MOL) (CTRP:660250),num,Drug Screen,CTD2,14.747,15,14.7785,12.163,14.598,15,16.058,14.464,13.784,14.458,13.89,15.466,14.202,13.17,14.52,15.99,14.871,12.986,12.592,14.804,13.819,14.675,13.933,14.606,14.278,11.364,14.778,,15.572,12.747
SNX-2112:BORTEZOMIB (250:1 MOL/MOL) (CTRP:660251),num,Drug Screen,CTD2,10.341,10.761,11.239,7.0643,11.348,10.846,12.336,8.8948,9.2447,13.099,9.8368,9.5585,12.975,9.8011,10.361,11.894,11.297,9.7591,6.4263,11.364,8.3187,9.224,12.276,10.158,11.65,8.214,11.219,9.8815,10.664,9.9241
JQ-1:NAVITOCLAX (2:1 MOL/MOL) (CTRP:660252),num,Drug Screen,CTD2,11.926,14.327,10.727,11.465,11.805,7.1332,11.836,10.768,9.7932,11.621,12.211,11.31,10.745,10.522,12.51,8.3694,12.05,11.68,8.9226,11.912,12.201,11.932,12.046,11.236,9.3402,10.941,12.172,14.841,12.395,12.755
JQ-1:MK-0752 (1:1 MOL/MOL) (CTRP:660253),num,Drug Screen,CTD2,12.919,14.265,11.937,11.418,12.492,13.286,12.858,12.947,12.073,11.846,12.832,12.007,11.988,13.167,12.59,8.6344,10.175,11.656,10.578,11.501,11.536,14.284,14.241,11.334,10.816,10.783,12.18,13.987,14.707,12.312
BRD-A02303741:NAVITOCLAX (2:1 MOL/MOL) (CTRP:660268),num,Drug Screen,CTD2,14.327,14.468,11.8545,13.359,14.132,8.8063,13.645,13.505,10.777,15.076,14.318,14.135,15,11.041,15,17.9,14.379,14.893,12.012,16.624,14.317,14.271,14.575,13.604,12.967,13.704,15,14.5,14.694,15
SALERMIDE:PLX-4032 (12:1 MOL/MOL) (CTRP:660269),num,Drug Screen,CTD2,14.611,14.845,14.0605,13.997,14.713,14.304,14.626,14.038,,14.986,14.247,15.731,14.684,14.296,15.705,17.825,14.831,14.987,14.157,13.953,13.563,15.366,14.931,15.157,14.322,14.631,14.717,16.01,,16.254
UNC0638:NAVITOCLAX (1:1 MOL/MOL) (CTRP:660270),num,Drug Screen,CTD2,14.37,14.676,13.5325,13.454,14.178,9.2632,12.426,14.091,12.989,14.882,14.58,14.89,17.249,12.637,14.955,15,13.075,14.933,11.334,17.267,13.775,14.425,14.651,13.794,13.576,15.045,16.969,15.353,14.998,15
BRD-A02303741:CARBOPLATIN (1:1 MOL/MOL) (CTRP:660271),num,Drug Screen,CTD2,14.911,15,14.2975,14.71,14.811,14.381,13.977,14.911,15.014,14.196,14.736,14.304,15,14.025,14.747,20.203,14.181,13.661,13.406,13.39,14.703,14.732,15.99,13.875,14.461,13.71,14.415,16.376,14.229,14.877
DOXORUBICIN:NAVITOCLAX (2:1 MOL/MOL) (CTRP:660280),num,Drug Screen,CTD2,6.3352,11.463,8.564,5.9616,,7.7983,10.073,9.2105,7.2404,9.4535,8.7328,10.24,8.6333,8.3536,8.6923,8.3768,9.4114,9.9882,4.6354,10.342,7.881,12.026,9.2275,8.4519,9.0973,8.2342,10.233,9.4416,9.2531,6.4859
SELUMETINIB:UNC0638 (4:1 MOL/MOL) (CTRP:660281),num,Drug Screen,CTD2,13.246,14.137,11.4505,9.6642,11.321,15.381,12.802,8.9941,14.167,12.094,10.272,8.877,13.994,14.537,11.136,8.8348,10.188,12.173,9.9603,14.561,11.65,13.74,14.75,12.258,10.569,8.8755,13.451,13.6,12.036,10.318
ALISERTIB:NAVITOCLAX (2:1 MOL/MOL) (CTRP:660282),num,Drug Screen,CTD2,8.1753,15.155,11.6346,12.395,13.253,6.6942,12.228,9.9769,8.0967,13.435,13.072,9.9017,11.684,8.5557,11.763,11.31,12.97,11.84,,13.178,9.2241,12.042,10.844,,11.156,11.051,11.92,,13.501,12.104
NAVITOCLAX:SORAFENIB (1:1 MOL/MOL) (CTRP:660283),num,Drug Screen,CTD2,12.128,12.088,12.1925,12.546,13.676,8.0512,13.089,12.424,11.686,14.601,12.543,13.773,13.946,11.514,12.311,,14.494,13.793,10.817,14.487,11.251,12.432,12.369,12.405,11.158,12.657,14.74,11.757,11.35,13.472
NAVITOCLAX:PIPERLONGUMINE (1:1 MOL/MOL) (CTRP:660284),num,Drug Screen,CTD2,11.826,14.62,10.853,12.181,12.886,7.1336,13.333,14.646,12.64,13.561,13.527,13.5,14.235,10.408,13.437,12.565,14.119,13.389,11.011,13.485,14.178,13.458,13.736,11.524,10.186,13.285,14.191,13,13.795,12.92
SMER-3 (CTRP:660286),num,Drug Screen,CTD2,10.019,13.223,13.972,10.081,10.7,12.825,7.7872,10.478,12.854,13.088,9.27,9.357,11.828,14.93,10.68,14.433,,9.7569,7.2949,12.522,8.6619,13.09,12.334,11.193,13.796,10.41,14.345,,15.236,9.7039
NVP ADW742 (CTRP:660287),num,Drug Screen,CTD2,12.786,14.774,11.7795,10.86,12.696,15.346,12.225,14.046,13.714,12.801,12.314,12.592,12.781,12.953,13.136,10.522,11.666,13.451,12.47,13.145,11.733,13.548,12.61,12.653,11.57,12.999,13.451,18.692,13.381,14.993
CLOFARABINE (CTRP:660288),num,Drug Screen,CTD2,8.4468,13.094,13.637,8.9143,12.625,15.872,11.882,12.662,7.3354,13.226,8.6813,13.39,14.586,12.818,7.6322,15.17,13.732,14.52,5.7654,8.91,10.043,9.5742,9.1654,7.7778,16.069,10.214,11.079,12.452,11.783,6.0638
VORINOSTAT:NAVITOCLAX (4:1 MOL/MOL) (CTRP:660301),num,Drug Screen,CTD2,12.955,14.12,9.2466,11.228,13.248,,12.136,11.739,10.059,13.659,13.086,11.74,13.803,11.671,12.608,12.367,11.301,,,13.308,10.867,,12.346,12.222,11.202,,12.124,13.764,12.486,12.333
XL765 (CTRP:660304),num,Drug Screen,CTD2,14.384,15.817,14.6955,14.246,14.875,14.703,14.724,15.263,14.457,14.37,15.422,15.302,15.436,15.139,14.819,17.786,14.042,14.991,13.391,16.06,13.963,14.841,14.904,14.84,14.717,12.93,14.799,14.9,15.203,15
AZD1480 (CTRP:660306),num,Drug Screen,CTD2,13.093,14.827,13.827,11.975,14.265,12.776,13.46,14.166,,,,,,,,,14.552,,,,13.392,,14.787,,,,,14.624,,
ML258 (CTRP:660314),num,Drug Screen,CTD2,14.159,15.397,13.9565,14.245,14.928,13.7,14.733,15.042,14.888,15.01,14.418,13.094,14.906,15.034,15.539,17.863,14.429,14.635,13.455,15.763,14.396,15.015,15.087,15,15.886,,15.701,13.845,14.832,15.6
SR1001 (CTRP:660317),num,Drug Screen,CTD2,14.857,14.746,14.673,14.772,14.944,13.843,16.778,15.495,15.197,14.591,14.663,14.922,14.03,15.177,14.606,15.655,13.681,14.674,14.592,14.418,14.671,14.834,15,14.599,14.178,14.732,14.725,14.689,15.421,13.645
BARDOXOLONE METHYL (CTRP:660318),num,Drug Screen,CTD2,9.3704,,8.27,8.3226,11.459,7.6954,8.7971,9.0451,9.9689,9.3595,7.1556,7.8487,9.0939,10.905,10.272,11.861,9.1374,7.4134,6.3135,8.4538,,8.3778,6.9058,9.6831,9.3602,7.6761,10.448,,9.7163,9.2712
ELOCALCITOL (CTRP:660319),num,Drug Screen,CTD2,13.681,15.474,15.668,13.026,14.547,15.759,13.571,13.552,15.146,14.727,13.629,15.405,14.456,13.26,14.168,14.551,13.731,14.651,13.217,14.766,16.418,14.522,14.27,14.424,13.878,14.028,14.497,16.941,12.403,13.871
BMS-270394 (CTRP:660321),num,Drug Screen,CTD2,15.292,15.753,14.5465,14.946,14.676,14.483,14.157,14.885,14.913,16.141,14.619,15.848,15.956,15.977,14.714,14.519,13.451,15.85,14.966,15.675,14.467,15.833,15,15.354,14.275,15.811,14.638,,14.816,15.711
FLUVASTATIN (CTRP:660322),num,Drug Screen,CTD2,10.104,11.818,13.914,13.407,13.18,11.265,11.673,11.667,12.492,12.301,14.652,13.904,12.624,13.669,14.178,13.126,13.502,13.794,13.613,12.43,11.966,12.701,11.841,14.746,14.179,13.885,14.76,12.888,12.608,14.454
1035270-39-3 (CTRP:660325),num,Drug Screen,CTD2,14.346,14.51,12.6755,10.19,13.207,11.911,12.385,14.672,13.946,14.094,13.162,13.87,14.185,13.99,14.313,11.811,12.465,13.461,8.9939,13.421,12.575,13.718,13.492,13.561,12.939,13.874,12.182,14.5,14.242,12.489
HYPERFORIN (CTRP:660327),num,Drug Screen,CTD2,13.683,14.255,15.499,14.657,14.274,12.78,13.403,14.446,13.923,14.988,11.617,14.098,13.689,13.656,14.801,14.523,14.524,14.907,10.973,13.79,11.831,14.016,14.026,13.911,18.55,12.315,17.442,13.871,14.395,15.734
NVP-231 (CTRP:660331),num,Drug Screen,CTD2,12.225,12.967,12.139,11.278,15.081,13.372,12.671,13.732,12.639,14.63,12.537,12.886,13.454,14.093,12.926,12.735,13.038,12.651,8.9855,13.999,11.278,13.384,11.827,11.052,11.698,11.46,12.836,13.511,13.203,12.154
MK-0752 (CTRP:660332),num,Drug Screen,CTD2,14.77,14.854,13.9695,14.427,14.289,14.915,12.676,15,15.188,13.933,14.869,14.151,14.605,15,14.965,14.348,14.04,14.93,14.902,13.94,11.985,15.27,14.947,15,14.388,14.541,15.552,15.658,15.707,16.001
SEMAGACESTAT (CTRP:660341),num,Drug Screen,CTD2,14.831,15.402,13.389,14.522,15.042,14.681,13.882,14.59,14.238,14.401,14.769,14.504,13.344,14.198,14.574,14.372,14.061,14.244,15.058,13.869,13.502,14.576,15.488,13.419,13.113,15.819,14.272,,14.551,14.118
BRD-A05715709 (CTRP:660342),num,Drug Screen,CTD2,14.472,15.082,14.545,15.686,15.134,14.662,14.371,15.832,,,,,,,,,15,,,,14.627,,15.299,,,,,14.634,,
BOSULIF (CTRP:660346),num,Drug Screen,CTD2,12.602,12.663,11.746,9.9206,12.245,13.356,10.584,12.821,10.915,13.514,10.342,9.8821,12.487,12.446,11.599,11.324,11.364,11.088,11.54,11.532,11.492,11.209,11.821,9.6547,9.7586,11.69,11.794,12.268,10.966,12.268
AY-22989 (CTRP:660358),num,Drug Screen,CTD2,,,9.522,,,,,,13.932,12.118,9.6704,8.9612,11.824,13.699,13.12,13.331,,11.015,5.6645,12.337,,14.223,,9.8358,9.8162,11.783,12.307,,13.342,6.9377
ABIRATERONE (CTRP:660363),num,Drug Screen,CTD2,,,15,,,,,,,,14.331,,,,15.809,13.405,,14.339,14.867,,,14.036,,16.115,16.239,13.117,15.475,,,15.488
DOCETAXEL (CTRP:660364),num,Drug Screen,CTD2,3.2072,11.363,11.343,6.6497,11.274,6.4746,6.9602,11.78,,,,,,,,,7.4323,,,,7.9026,,9.2734,,,,,9.7161,,
NELARABINE (CTRP:660391),num,Drug Screen,CTD2,14.156,15,16.2615,14.956,14.326,14.54,15,14.263,15.308,15.198,14.723,15.018,16.314,15.455,16.155,14.544,14.22,,15.554,15.322,13.539,14.631,14.311,15,16.993,10.738,16.556,14.869,15.319,15
RIGOSERTIB (CTRP:660397),num,Drug Screen,CTD2,6.6977,11.255,10.72445,7.8227,12.939,,12.093,11.935,9.4839,13.022,10.95,8.5944,14.326,12.727,10.846,17.177,10.037,9.336,7.2092,12.472,8.5179,9.5221,8.9685,7.7869,9.3557,7.7289,10.772,9.5575,8.6066,7.9462
AT7867 (CTRP:660409),num,Drug Screen,CTD2,13.527,13.877,14.2475,11.095,13.298,11.278,10.312,14.28,13.824,12.434,13.087,11.465,13.552,14.741,13.176,14.821,12.334,13.922,9.5189,13.301,12.708,14.117,12.896,12.748,13.49,13.267,13.447,12.343,15.082,11.982
PD318088 (CTRP:660410),num,Drug Screen,CTD2,12.962,13.598,12.637,11.875,10.936,15,13.661,10.154,13.156,11.168,9.9394,10.122,11.536,14.859,10.253,9.885,11.11,13.908,9.4218,13.932,10.897,13.821,14.959,12.468,10.44,9.0707,14.61,13.007,12.839,10.34
KU-60019 (CTRP:660411),num,Drug Screen,CTD2,14.523,14.775,14.521,13.073,14.76,13.077,13.5,14.856,13.893,12.393,14.293,14.255,13.647,14.578,13.939,13.131,13.872,14.7,12.245,13.468,14.697,14.01,13.986,13.434,13.967,13.951,14.385,14.978,14.129,14.736
BIRB 796 (CTRP:660412),num,Drug Screen,CTD2,13.812,15.568,13.833,13.942,15.481,,,14.838,14.812,15.098,14.142,14.048,13.467,16.28,14.228,15.896,14.692,12.653,14.035,14.182,15,14.919,15.633,14.056,13.69,15.892,14.036,16.913,14.752,15.002
KW-2449 (CTRP:660413),num,Drug Screen,CTD2,13.228,14.451,13.9625,11.905,12.261,12.53,12.349,13.947,14.296,14.406,13.926,14.075,14.327,14.613,14.027,13.427,13.131,14.128,11.077,13.915,12.518,13.88,13.364,11.743,13.836,13.928,13.818,14.227,14.367,14.256
RAF265 (CTRP:660414),num,Drug Screen,CTD2,11.864,12.998,11.8465,6.7948,12.255,,,12.334,13.949,13.007,,14.041,12.134,14.051,,13.824,14.027,,,11.964,10.108,12.959,13.107,11.866,12.708,,10.785,12.61,12.269,
SILMITASERTIB (CTRP:660421),num,Drug Screen,CTD2,12.042,15,14.106,13.165,13.294,,13.102,14.748,14.095,14.691,11.771,14.277,12.849,13.885,12.304,13.226,14.812,,10.953,14.512,11.901,13.373,13.542,12.24,13.001,9.2919,14.866,14.64,14.046,14.552
BRD-K03911514 (CTRP:660424),num,Drug Screen,CTD2,,,17.011,,,,,,14.885,15.384,14.669,14.059,14.477,15,15,14.989,,14.693,13.634,15.606,,14.764,,15.314,15.467,14.521,16.035,,15.197,14.907
BRD-K16130065 (CTRP:660425),num,Drug Screen,CTD2,,,,,,,,,14.993,15.151,,14.917,15.17,13.979,,,,,,15,,,,,,,,,14.058,
MOMELOTINIB (CTRP:660429),num,Drug Screen,CTD2,13.129,12.483,13.084,11.935,12.793,10.911,11.627,13.078,,13.715,12.259,11.139,13.161,13.698,12.954,13.282,12.09,11.875,,11.673,12.573,13.361,12.102,12.427,11.864,12.582,13.194,12.629,13.157,12.908
